BlockHeight,Records,Record Target,MinDifficulty (int),MinDifficulty (hex),Best Diff (int),Best Diff (hex),Last Graded Index,Last Graded (int),Last Graded (hex),Last Index,Last (int),Last (hex),Total Hashes,Hash Rate
46,210,200,18439187605893144576,ffe5276ebc0be000,18446681281567447312,ffffc6e410acd910,50,18444879957237255633,fff960988fd94dd1,210,18439267550369420864,ffe5702442281640,498439,99687.800
47,217,200,18439287607820369920,ffe582623f654000,18446741249559277834,fffffd6e7386b10a,50,18444987358552745158,fff9c246e11b64c6,217,18439374821079822883,ffe5d1b42abeb223,494207,98841.400
48,212,200,18439717213082329088,ffe7091b846da000,18446729364449372942,fffff29f3bc5ab0e,50,18445070506057221611,fffa0de62a9345eb,212,18439746102406963152,ffe72361d65c5fd0,499524,99904.800
49,190,200,18440049803100233728,ffe83798aa4d2000,18446721703189302116,ffffeba775164b64,50,18445064045667196137,fffa0805fd529ce9,190,18440070343106435786,ffe84a4702131aca,495206,99041.200
50,172,200,18440023961540132864,ffe82017f54a8000,18446668552221972881,ffffbb50488f5991,50,18444916343156481250,fff981b051a39ce2,172,18440094616969136935,ffe8605ab509cb27,497347,99469.400
51,210,200,18439433151497273344,ffe606c1468e8000,18446701010384876317,ffffd8d589d4731d,50,18444937943294817542,fff995557e363506,210,18439473451802827570,ffe62b686bf41b32,499239,99847.800
52,183,200,18439519552050618368,ffe65555f8d8e000,18446672899465762559,ffffbf44747b56ff,50,18444788132166820092,fff90d14df24e0fc,183,18439522657016678756,ffe65828e73f0964,493205,98641.000
53,202,200,18438920307538624512,ffe434537c938000,18446743734577618453,ffffffb10a295e15,50,18444675855864702043,fff8a6f7820a245b,202,18438963263435394619,ffe45b64ef8b4e3b,496793,99358.600
54,179,200,18438471202330157056,ffe29bde0828a000,18446611084595285169,ffff870c0f15ccb1,50,18444383975816389766,fff79d80e3716486,179,18438538502607672214,ffe2d913994b1396,490186,98037.200
55,258,200,18437303682136907776,ffde76038dc5a000,18446717217339779387,ffffe793039ea93b,50,18445024336361049259,fff9e3e8723c4cab,258,18437314357229153205,ffde7fb90ada6bb5,495695,99139.000
56,204,200,18439865124315545600,ffe78fa1c8f14000,18446701844289461310,ffffd997b26a9c3e,50,18444780778622858064,fff90664bdc4b350,204,18439901326939733142,ffe7b08edd7f3c96,498333,99666.600
57,224,200,18438890893362774016,ffe41992f712c000,18446738213327502912,fffffaab86027e40,50,18445209832931312703,fffa8c9dbb69c43f,224,18438915142478063289,ffe42fa0e6f9e6b9,498783,99756.600
58,161,200,18440607110596599808,ffea3276eda72000,18446684540944281933,ffffc9daf2ac714d,50,18444989209670791144,fff9c3f5e0572fe8,161,18440618183205551863,ffea3c88f8937ef7,491623,98324.600
59,160,200,18439724617554509824,ffe70fd7815cc000,18446733967166118546,fffff6cee3119a92,50,18444593685617613251,fff85c3bc1a699c3,160,18439742094349681787,ffe71fbca387c47b,495856,99171.200
60,229,200,18438142521341796352,ffe170ef069a6000,18446677631800732852,ffffc39249a06cb4,50,18444662038513609525,fff89a6667bc6b35,229,18438199907712714483,ffe1a52054db46f3,486708,97341.600
61,246,200,18438415932925779968,ffe269999ef1a000,18446691111955809874,ffffcfd4e17b4652,50,18445488454316796334,fffb8a05541f29ae,246,18438417941956182231,ffe26b6d627cc0d7,492551,98510.200
62,124,200,18441721596138528768,ffee2815507ca000,18446736296843192479,fffff8ed4ea4a89f,50,18445017836922793899,fff9ddff2d86efab,124,18441725944744183831,ffee2c09cd950817,498906,99781.200
63,181,200,18439839126562521088,ffe777fcb61bc000,18446713010456646566,ffffe3bf85d853a6,50,18444926022374144279,fff98a7deff83917,181,18439847120770018837,ffe77f420201ae15,489751,97950.200
64,214,200,18439471868367921152,ffe629f7bfe0e000,18446727596392041236,fffff1039357cb14,50,18445343620876989936,fffb064baa63f5f0,214,18439494826842124697,ffe63ed92f93f199,497182,99436.400
65,151,200,18441142262379307008,ffec192ea98fe000,18446722498478633385,ffffec60a00671a9,50,18445016198575072379,fff9dc81b864a47b,151,18441145819657882732,ffec1c6ae7e34c6c,489586,97917.200
66,172,200,18439832573171638272,ffe77206e192a000,18446738873150298539,fffffb45268359ab,50,18444626221161607604,fff879d3073171b4,172,18439854974353120716,ffe7866690099dcc,491761,98352.200
67,239,200,18438272663517773824,ffe1e74c1cc5c000,18446722966058206768,ffffeccd7df08630,50,18444746520619509796,fff8e73c6da5e824,239,18438301946818927402,ffe201ee29891b2a,498642,99728.400
68,232,200,18438753861349384192,ffe39cf1b697a000,18446739261110299095,fffffb9f7abb29d7,50,18444872935535190504,fff95a35b1caa1e8,232,18438758948471469991,ffe3a19226b277a7,496224,99244.800
69,212,200,18439259521012105216,ffe568d6c72a8000,18446734690129005861,fffff7773703cd25,50,18444551352545708946,fff835bb51f00b92,212,18439275212760409766,ffe5771c4c3fe6a6,499094,99818.800
70,245,200,18437973189054177280,ffe0d6ed47c02000,18446737287767051089,fffff9d4064ecb51,50,18444761967453082184,fff8f548ecad1248,245,18437979650740593787,ffe0dccdc246247b,498036,99607.200
71,206,200,18438815648683671552,ffe3d523b2b44000,18446723070022094065,ffffece5b2ab8cf1,50,18444464369004802240,fff7e69ee2e170c0,206,18438860555722102275,ffe3fdfb6ec71603,498264,99652.800
72,276,200,18437625254890553344,ffdf9a7b8b85c000,18446710822546274986,ffffe1c21c397aaa,50,18445112524758782588,fffa341d685b127c,276,18437634264682268469,ffdfa2ad4cf50735,498686,99737.200
73,166,200,18440217877906472960,ffe8d075a16c4000,18446650721144055540,ffffab18a97ea6f4,50,18444935227598742479,fff992dd321ca3cf,166,18440266118802056508,ffe8fc5596de253c,494020,98804.000
74,166,200,18439508689266311168,ffe64b74c8728000,18446731544071210758,fffff49ab75b8706,50,18444527032954637672,fff81f9cf959cd68,166,18439513219305708594,ffe64f9383d61c32,499151,99830.200
75,220,200,18437875910689898496,ffe07e73e5674000,18446690126285235456,ffffceef62efe500,50,18444442841511813777,fff7d30aa04ee291,220,18437904520324743056,ffe0987918867f90,499220,99844.000
76,263,200,18437539144918597632,ffdf4c2a813b8000,18446701260637216937,ffffd90fce0820a9,50,18444894031231736571,fff96d656b4a5afb,263,18437588295970535391,ffdf78de603937df,499397,99879.400
77,207,200,18439343903798288384,ffe5b595ad296000,18446715115315443754,ffffe5a99934b82a,50,18444722269093605952,fff8d12dee0fb240,207,18439354091939945108,ffe5bed9c9b9da94,493997,98799.400
78,210,200,18438656855245766656,ffe344b7b83ec000,18446724740472043740,ffffee6aa13ef8dc,50,18445072799342483454,fffa0ffc1d0757fe,210,18438676271364869376,ffe3566063208d00,497417,99483.400
79,171,200,18440058976241278976,ffe83ff0741d6000,18446724289993001659,ffffee01be9a4abb,50,18445248673945857746,fffaaff11c49aed2,171,18440061462948520763,ffe842336f6aa33b,497494,99498.800
80,154,200,18440762474654777344,ffeabfc47126c000,18446729394789027385,fffff2a64c280e39,50,18444969025980100990,fff9b19a7ea0717e,154,18440788685722204024,ffead79b2e83b778,494719,98943.800
81,216,200,18439643882791747584,ffe6c669fa81c000,18446734343523950671,fffff72683be604f,50,18445311525703693152,fffae91aecfcb360,216,18439646130507536736,ffe6c87550ced960,492847,98569.400
82,152,200,18441013881686114304,ffeba46bb3f2c000,18446738480558309039,fffffae9be34feaf,50,18445067438690612330,fffa0b1bfd47346a,152,18441073332881096806,ffebda7dc34e8066,497856,99571.200
83,156,200,18440037533633798144,ffe82c6ff51ce000,18446712134953642049,ffffe2f3adcca841,50,18444479033054059819,fff7f3f52053dd2b,156,18440050263030461364,ffe83803c04773b4,496969,99393.800
84,253,200,18437683911087587328,ffdfcfd4814f8000,18446741648750044261,fffffdcb65266465,50,18444926844614224652,fff98b3d614c2b0c,253,18437701639953695121,ffdfdff45413c191,497797,99559.400
85,205,200,18439475157328240640,ffe62cf58530a000,18446619599260917276,ffff8eca88b49e1c,50,18445121809870236277,fffa3c8f44202a75,205,18439485478963640645,ffe63658b699f945,491894,98378.800
86,160,200,18440255018352287744,ffe8f23d1080a000,18446580517851884590,ffff6b3f2f33ec2e,50,18444608066640657512,fff86950196bbc68,160,18440305441247449405,ffe920190f41d13d,496758,99351.600
87,216,200,18438200045433978880,ffe1a54065af0000,18446681678468839750,ffffc74079d77946,50,18444912294730234987,fff97e01b8a17c6b,216,18438251826353395211,ffe1d45894fdd60b,478430,95686.000
88,203,200,18439416957792288768,ffe5f806e2860000,18446693281532683584,ffffd1ce06572540,50,18444454851889091110,fff7ddf702945226,203,18439423690852345972,ffe5fe268c2d2874,496378,99275.600
89,225,200,18437587186427707392,ffdf77dc0a514000,18446739221728410532,fffffb964f633ba4,50,18444916132062566030,fff9817f2b76168e,225,18437600914353105257,ffdf8458526f2969,491050,98210.000
90,191,200,18439432307121610752,ffe605fcadd86000,18446726741511586532,fffff03c887f42e4,50,18445436946699885831,fffb5b2cc6e99d07,191,18439434433742938128,ffe607ebd25aa010,498267,99653.400
91,153,200,18441515565670891520,ffed6cb31ba68000,18446631588774525282,ffff99b20f67b962,50,18445112122506797895,fffa33bfc044e347,153,18441573253296004827,ffeda12a8e0d9edb,499766,99953.200
92,178,200,18440216268898533376,ffe8ceff01138000,18446738365706115269,fffffacf007b98c5,50,18445074697435247748,fffa11b60c2c7484,178,18440250946179653302,ffe8ee88f0195eb6,496216,99243.200
93,189,200,18440066568612339712,ffe846d830b1e000,18446666900574588702,ffffb9cfbab44f1e,50,18444862453660152029,fff950ad315a70dd,189,18440079624268437601,ffe852b7f2705861,495501,99100.200
94,190,200,18439217593511952384,ffe542b4c569c000,18446724958696112986,ffffee9d706a035a,50,18445210055164111536,fffa8cd179852ab0,190,18439425969136157340,ffe600390079429c,496081,99216.200
95,186,200,18440607999527788544,ffea3345e614a000,18446707196074801888,ffffde75c1ae3ae0,50,18444887340141206202,fff9674f87375aba,186,18440635103168280187,ffea4bec74f1b67b,498875,99775.000
96,215,200,18439317139436167168,ffe59d3e1cdd6000,18446659321141845087,ffffb2eb014edc5f,50,18445076969242150331,fffa13c6fe6ac5bb,215,18439338959796767726,ffe5b1168fb50bee,497307,99461.400
97,175,200,18440075655839948800,ffe84f1bf9ab2000,18446717944507652218,ffffe83c5233d87a,50,18444753897239992404,fff8edf1ee7dd854,175,18440087439807234510,ffe859d3a4da41ce,499337,99867.400
98,231,200,18438783367831314432,ffe3b7c7b9f76000,18446720306621448577,ffffea624b280181,50,18445416777683485698,fffb48d4cfdac402,231,18438790806619342412,ffe3be8bb448c64c,495548,99109.600
99,142,200,18441434889605292032,ffed23533f6b2000,18446734454635301235,fffff740627f0973,50,18444604776383084887,fff8665206c97957,142,18441489054863379535,ffed54969462cc4f,499301,99860.200
