0,50,300,0,0,18446735860016105680,fffff88799b848d0,50,18446503233183718084,ffff24f4f2029ac4,50,18446503233183718084,ffff24f4f2029ac4,4414778,882955.600
1,386,300,18445299030554546176,fffaddbdac0f9000,18446740828141404954,fffffd0c5510431a,50,18446560940207352768,ffff5970e8a7abc0,386,18445308545843164915,fffae6651f7576f3,4863930,972786.000
2,263,300,18445645272696352768,fffc18a573edf000,18446737597522355793,fffffa1c2529a651,50,18446530935592153659,ffff3e26ea39723b,263,18445647816938974092,fffc1af5d49b6b8c,4701090,940218.000
3,321,300,18445465245005160448,fffb74e97d58a000,18446742775290431199,fffffed1b03086df,50,18446583046622252070,ffff6d8bf5a98c26,321,18445467006503072103,fffb76839ecdb167,4608587,921717.400
4,243,300,18445777911185760256,fffc9147c1f96000,18446738793670739226,fffffb32a529851a,50,18446530448690842611,ffff3db58ca50bf3,243,18445778582415734218,fffc91e40a65f5ca,5111115,1022223.000
5,350,300,18445462323597291520,fffb72414bde3000,18446744040327044714,fffffff83a3f5e6a,50,18446540357924135154,ffff46b8b8f9a0f2,350,18445464932955832836,fffb74a0d5c1c204,4889702,977940.400
6,277,300,18445521778997051392,fffba85455d9c000,18446741223616527022,fffffd686937baae,50,18446508149453829669,ffff296d9a8b3625,277,18445524074026110114,fffbaa6ab03e0ca2,4562841,912568.200
7,389,300,18445328528175222784,fffaf8919f435000,18446734668604225121,fffff7723409b661,50,18446558161438083502,ffff56e9ed1989ae,389,18445333665978681327,fffafd3ddc3687ef,4896071,979214.200
8,293,300,18445628600080740352,fffc097b8e993000,18446743098327422376,ffffff1ce6b1d5a8,50,18446528218456671334,ffff3bae48544466,293,18445631383140469641,fffc0c0389e28b89,4833952,966790.400
9,336,300,18445448942192275456,fffb6615b1f9b000,18446738915340396250,fffffb4ef93d26da,50,18446516096376034513,ffff30a7e404d4d1,336,18445448948399251969,fffb661723f0a201,4987791,997558.200
10,404,300,18445376209708453888,fffb23ef581d1000,18446740865796384196,fffffd151979a5c4,50,18446577655372844731,ffff68a4b6280ebb,404,18445376947739044907,fffb249b2e2a2c2b,5079586,1015917.200
11,267,300,18445745563689312256,fffc73dc44f06000,18446743889823575835,ffffffd52f8aaf1b,50,18446533099502433452,ffff401ebd53f4ac,267,18445747160871538904,fffc7550246b10d8,5214217,1042843.400
12,381,300,18445478228466847744,fffb80b86ff7d000,18446742604970376391,fffffeaa0852bcc7,50,18446582404725542256,ffff6cf681a30d70,381,18445478872866738498,fffb814e7931d142,5319145,1063829.000
13,251,300,18445774059805499392,fffc8dc709d26000,18446743379246374477,ffffff5e4ec4de4d,50,18446567230546225701,ffff5f297e11aa25,251,18445780016284647957,fffc9331e3a54215,5282834,1056566.800
14,331,300,18445683014729592832,fffc3af8f469f000,18446739983668137535,fffffc47b688ce3f,50,18446593183849019605,ffff76c4377678d5,331,18445683018318038478,fffc3af9ca4d45ce,5321997,1064399.400
15,256,300,18445838734546358272,fffcc8994cc6d000,18446739919281625333,fffffc38b8cc98f5,50,18446606535293316389,ffff82e8d78ead25,256,18445838895024413360,fffcc8beaa039ab0,5391752,1078350.400
16,252,300,18445918843212144640,fffd11750d582000,18446741885447586012,fffffe02816c40dc,50,18446574506410610163,ffff65c789618df3,252,18445920266107750173,fffd12c05888071d,5534321,1106864.200
17,281,300,18445726669915906048,fffc62ad38496000,18446741499038645867,fffffda889a7be6b,50,18446556964428481164,ffff55d339c4828c,281,18445726772552351019,fffc62c51de53d2b,5406248,1081249.600
18,313,300,18445621418023124992,fffc02f35a9b0000,18446738854847981936,fffffb40e39c2970,50,18446589918458927030,ffff73cbef0bd7b6,313,18445622835919246436,fffc043d7bccd464,5382670,1076534.000
19,294,300,18445819142205804544,fffcb6c79a471000,18446742113720809021,fffffe37a791363d,50,18446624749858033083,ffff9379c0378dbb,294,18445821738819893827,fffcb9242c89ba43,5403209,1080641.800
20,194,300,18446028130600443904,fffd74da814d6000,18446742904231406868,fffffeefb5abad14,50,18446577155718115379,ffff68306069f033,194,18446030087744830570,fffd76a23032bc6a,5249641,1049928.200
