BlockHeight,Records,Record Target,MinDifficulty (int),MinDifficulty (hex),Best Diff (int),Best Diff (hex),Last Graded Index,Last Graded (int),Last Graded (hex),Last Index,Last (int),Last (hex),Total Hashes,Hash Rate
17,143,100,18441990319266537472,ffef1c7c4b132000,18446723661274053124,ffffed6f5c087a04,50,18444905602407699192,fff977eb8b1f92f8,143,18442064438756034288,ffef5fe594eac6f0,548532,109706.400
18,79,100,18443067131105845248,fff2efd7163f2000,18446717050473761495,ffffe76c29a14ad7,50,18444589735532611704,fff858a40e3cc878,79,18443102978554262023,fff3107178acf207,405710,81142.000
19,104,100,18442435397355671552,fff0b1481c799000,18446736797459055903,fffff961ddac851f,50,18444310957080378058,fff75b17e39efaca,104,18442465531349705743,fff0ccb03a7c240f,410399,82079.800
20,127,100,18441877840451203072,ffeeb62fc73df000,18446729919780658826,fffff32088189e8a,50,18445259009669490462,fffab957956c671e,127,18441929818368656181,ffeee575d48c4335,457655,91531.000
21,82,100,18443773945629429760,fff572af2ad8d000,18446683440333613366,ffffc8dab12a6936,50,18444863328277448502,fff95178d49b4736,82,18443796395875033226,fff5871a45c2e08a,519030,103806.000
22,121,100,18442982582845345792,fff2a2f1a9369000,18446680480672009003,ffffc62997964b2b,50,18445186591536705398,fffa777a6c57ef76,121,18442993571431022352,fff2acf023f57f10,602826,120565.200
23,73,100,18443629109363859456,fff4eef4d8afe000,18446714960862746169,ffffe585a31b9639,50,18444494951375597333,fff8026f663a6f15,73,18443639391237547222,fff4f84ec81da4d6,436831,87366.200
24,98,100,18442245829041643520,fff004decc74e000,18446729143282545897,fffff26bbd33b4e9,50,18444484828744089920,fff7f93a8a5f8140,98,18442281695772384540,fff0257dac339d1c,436514,87302.800
25,142,100,18442225583778627584,ffeff27514bf0000,18446739564462721853,fffffbe61bf1cb3d,50,18445148527804738495,fffa54dc051eebbf,142,18442229814533294366,ffeff64e2160091e,572429,114485.800
26,71,100,18443552981899923456,fff4a9b80a3dd000,18446735620328535309,fffff84fcb3a350d,50,18444604146068838774,fff865bf45215976,71,18443554685062220491,fff4ab4496a00acb,408914,81782.800
27,142,100,18442464218428125184,fff0cb7e8a42b000,18446707059440411744,ffffde55f1a2e460,50,18445320043688205573,fffaf0da2c6d9d05,142,18442494389967000997,fff0e6ef661e15a5,605848,121169.600
28,90,100,18443896013666861056,fff5e1b458db4000,18446660324295336915,ffffb3d491ea63d3,50,18445040452774835228,fff9f290d75ab41c,90,18443914089831104143,fff5f22508347e8f,558908,111781.600
29,105,100,18443336831840120832,fff3e521aeb57000,18446726247420080432,ffffefc97e593130,50,18444924792175449598,fff9895f8269d5fe,105,18443405928433294511,fff423f97c999caf,507056,101411.200
30,78,100,18443105510641348608,fff312bf04d3b000,18446724396480995244,ffffee1a89c81fac,50,18444271355342199506,fff7371364159ad2,78,18443219847436460272,fff37abc20e260f0,358479,71695.800
31,101,100,18441798636974845952,ffee6e26c82b3000,18446658860318149195,ffffb27fb6134a4b,50,18443934314352750849,fff60489eba23101,101,18441803145173115493,ffee72406db9a265,397489,79497.800
32,170,100,18441124554995949568,ffec0913d7446000,18446721093422895940,ffffeb197c2d5344,50,18444818023534494014,fff928447f7f013e,170,18441141954196441999,ffec18e6e86e8b8f,532078,106415.600
33,145,100,18442891973359435776,fff25088fefe0000,18446735835468091164,fffff881e28b4f1c,50,18445636954335492992,fffc1114aefc3b80,145,18442931700121809578,fff274aa9a8d32aa,642309,128461.800
34,51,100,18444529834961432576,fff822295df87000,18446724202221327905,ffffeded4f00d621,50,18444574989463767243,fff84b3ab80ac8cb,51,18444537313886728586,fff828f6b0a7f18a,373065,74613.000
35,125,100,18442405905217982464,fff0967570159000,18446725841076492219,ffffef6ae26217bb,50,18445075931673592487,fffa12d56a8302a7,125,18442442666970972837,fff0b7e4b35002a5,528372,105674.400
36,60,100,18443407789637632000,fff425aad5060000,18446663368069201664,ffffb69940f9bf00,50,18444119550765716347,fff6ad02a23a537b,60,18443481985352495464,fff46925de407168,367637,73527.400
37,156,100,18441495027821879296,ffed5a054474a000,18446732954670757001,fffff5e325a47489,50,18444952270532083790,fff9a25d5019804e,156,18441526446931950515,ffed76989959bbb3,557504,111500.800
38,83,100,18443160467354615808,fff344baa0330000,18446731327191515066,fffff4683851ffba,50,18444691913389567830,fff8b592311aef56,83,18443188546657033640,fff35e44590b9da8,440143,88028.600
39,86,100,18442639753069584384,fff16b246235e000,18446681493408396120,ffffc71563613358,50,18444147249933257081,fff6c633d9450979,86,18442644384777084809,fff16f5ac97d9f89,401962,80392.400
40,149,100,18441550426156961792,ffed8c67b28a1000,18446736992681591093,fffff98f51d80135,50,18444768818313122976,fff8fb8403c154a0,149,18441571412463547204,ffed9f7df3e37344,512230,102446.000
41,122,100,18442793562916696064,fff1f7080782b000,18446695270020461158,ffffd39d0172b266,50,18445112320918981612,fffa33edf28e8bec,122,18442811019132630031,fff206e85f0f740f,513197,102639.400
42,63,100,18443480568128409600,fff467dbe51d1000,18446724562042423384,ffffee4116030858,50,18444223577144781597,fff70b9f29996b1d,63,18443488554378609804,fff46f1f56b8448c,433504,86700.800
43,122,100,18441703080580009984,ffee173e5332d000,18446706840722958876,ffffde23050f6a1c,50,18444401475730963907,fff7ad6b67a27dc3,122,18441740203658884905,ffee3901b720b729,476881,95376.200
44,133,100,18442058877752377344,ffef5ad6cf450000,18446701348090510709,ffffd9242aa77d75,50,18444865408798095984,fff9535d3d4cfa70,133,18442069989153909641,ffef64f1e2692b89,509004,101800.800
45,90,100,18442986743886639104,fff2a6ba7a99f000,18446472189505549816,ffff08b90699b5f8,50,18444327697236798182,fff76a5182b2aae6,90,18443020709828854326,fff2c59eca858236,425971,85194.200
46,107,100,18441911320764043264,ffeed4a305655000,18446667844134003808,ffffbaab6b3a6460,50,18444615617316262637,fff8702e20c212ed,107,18441932781615371963,ffeee827c3d0d6bb,434548,86909.600
47,123,100,18442487160922972160,fff0e05c41842000,18446635386645522954,ffff9d2652282a0a,50,18445159288214678708,fffa5ea55f886cb4,123,18442487648602224555,fff0e0cdcd76f7ab,586545,117309.000
48,73,100,18443574502719807488,fff4bd4abf10e000,18446735023650260846,fffff7c4de6e476e,50,18444527903576300728,fff82067ae721cb8,73,18443616708403579973,fff4e3ad85dacc45,458142,91628.400
49,135,100,18442311733443051520,fff040cf5ce44000,18446741719019686614,fffffddbc18c0ad6,50,18444964264128804272,fff9ad45ca2bf5b0,135,18442347202141560766,fff0611190111fbe,613951,122790.200
50,81,100,18443184454548058112,fff35a8b9457f000,18446673704085367491,ffffbfffcb8c2ac3,50,18444655280151046730,fff89440d9efaa4a,81,18443201670469827905,fff36a33f93ebd41,439043,87808.600
51,142,100,18442566486592540672,fff12881b3df5000,18446733542606812540,fffff66c095cb57c,50,18445073954837463945,fffa110925e58389,142,18442572540560516752,fff12e03407ba690,618069,123613.800
52,77,100,18443403835965374464,fff422124bcb0000,18446653168093554722,ffffad52630ce822,50,18444363221131588252,fff78aa08fd3f29c,77,18443407797387367918,fff425aca2f195ee,379235,75847.000
53,152,100,18441982368553623552,ffef15411fa7e000,18446703151146776488,ffffdac7f92eb7a8,50,18444894990827832961,fff96e44d7acc681,152,18442003113712033864,ffef281f3b742048,642877,128575.400
54,73,100,18443045907946115072,fff2dc89af599000,18446735756768969158,fffff86f8fb601c6,50,18444107104068456719,fff6a1b0a942510f,73,18443064592334367738,fff2ed87fbacabfa,372180,74436.000
55,120,100,18441470134427361280,ffed43615284a000,18446724606445678409,ffffee4b6ca6ef49,50,18445024423564518099,fff9e3fcbff7a2d3,120,18441478860795193218,ffed4b511692a782,416604,83320.800
56,101,100,18443304773419483136,fff3c7f97fef4000,18446719713660754804,ffffe9d83bf1db74,50,18445152444484685286,fffa586bf1700de6,101,18443314739212541540,fff3d109d77d5e64,554138,110827.600
57,73,100,18443560815259820032,fff4b0d7e2e02000,18446704680863665963,ffffdc2c236a0f2b,50,18444728972431333264,fff8d746ac201790,73,18443575507497649579,fff4be34b07e05ab,422445,84489.000
58,79,100,18442713871153115136,fff1ae8d58403000,18446614473381588403,ffff8a21127d2db3,50,18444102357723970219,fff69d5f9114faab,79,18442775627608334601,fff1e6b823d3a109,443367,88673.400
59,189,100,18441460641738387456,ffed3abf2229f000,18446723547178292045,ffffed54cb65534d,50,18445337703828385177,fffb00e9fecf6d99,189,18441510292764114597,ffed67e769ea3ea5,629575,125915.000
60,79,100,18443931333947219968,fff601d3fd9ee000,18446735072311048445,fffff7d032d6f8fd,50,18444805985553424105,fff91d51afe91ee9,79,18443937991147039412,fff607e1fda6aab4,572514,114502.800
61,125,100,18442867897397297152,fff23aa35fd24000,18446604328863600324,ffff80e71e190ec4,50,18444857688029092605,fff94c579b9b5afd,125,18442904183407670918,fff25ba3de947686,589767,117953.400
62,111,100,18442971302348632064,fff298af3736b000,18446712089684916246,ffffe2e92392b816,50,18445219941773859302,fffa95cf6161d9e6,111,18442987491424156029,fff2a768874f397d,568973,113794.600
63,71,100,18443695809838166016,fff52b9ec2c3b000,18446730903456273446,fffff4058fbb5426,50,18444521270669270172,fff81a5f5660dc9c,71,18443748924822263195,fff55bed8e86159b,404776,80955.200
64,115,100,18442298467628990464,fff034beacc1c000,18446717494893979516,ffffe7d3a323a77c,50,18445050686486076271,fff9fbdf9013db6f,115,18442357422540982854,fff06a5d2f580a46,478425,95685.000
65,100,100,18443357299262599168,fff3f7bf2027b000,18446723686014125931,ffffed751ea8076b,50,18444930060388617389,fff98e2a1c634cad,100,18443360187953577450,fff3fa5fb38dfdea,618877,123775.400
66,98,100,18443116047067684864,fff31c5438c6a000,18446736948283235944,fffff984fb7ede68,50,18444776783103777123,fff902c27645d963,98,18443152700170581037,fff33daa2ff4342d,554631,110926.200
67,140,100,18442809492498001920,fff20584ec8bb000,18446679269048727699,ffffc50f7d363893,50,18445376058227819347,fffb23cc132a0353,140,18442811699805190520,fff20786da4e7978,643586,128717.200
68,79,100,18444008042746085376,fff6479826540000,18446617996384450210,ffff8d5555d2b6a2,50,18445077191055278954,fffa13faa382836a,79,18444120316817876088,fff6adb4fe7ea478,626484,125296.800
69,61,100,18443410308401004544,fff427f547050000,18446735589725414407,fffff848ab23a407,50,18443937357119223396,fff6074e5ea5f664,61,18443462270458678567,fff45737a3024d27,375673,75134.600
70,149,100,18441130640528896000,ffec0e9cbd4bf000,18446725035277382212,ffffeeaf45037244,50,18444813955363451779,fff924914d9b3383,149,18441144053367304419,ffec1acfa8c3f0e3,497713,99542.600
71,135,100,18442883837017350144,fff249229b366000,18446692222107679509,ffffd0d75bb07b15,50,18445296045195540631,fffadb0696cc3897,135,18442889118346339259,fff24df042f363bb,624034,124806.800
72,89,100,18443848016681529344,fff5b60d2d987000,18446660197293217114,ffffb3b6ffffd55a,50,18445076921052278146,fffa13bbc613ad82,89,18443872395421662929,fff5cc394bbdbed1,635179,127035.800
73,78,100,18443409768395005952,fff427778c276000,18446738684330679028,fffffb192ffc9af4,50,18444682278035079095,fff8accec9393fb7,78,18443492809057058238,fff472fdf5513dbe,452308,90461.600
74,131,100,18442620482360606720,fff1599d92728000,18446693711565526456,ffffd232264b95b8,50,18444862194768450165,fff95070ea349275,131,18442635073036430597,fff166e2ba7f2d05,556250,111250.000
75,120,100,18442980315827347456,fff2a0e1d4692000,18446733829720376393,fffff6aee2aa0449,50,18444994714571510573,fff9c8f795fe132d,120,18443011207695061177,fff2bcfa673650b9,562530,112506.000
76,94,100,18443245355433467904,fff391ef2bfc2000,18446685089049546596,ffffca5a904b0f64,50,18444726950332724910,fff8d56fdda7f6ae,94,18443265425927180627,fff3a43032a21153,518469,103693.800
77,114,100,18442709826955898880,fff1aadfbb4ff000,18446720806824670949,ffffead6c19776e5,50,18445073786463491673,fffa10e1f2069659,114,18442711815410819895,fff1acaeb4762337,542489,108497.800
78,80,100,18443403499217432576,fff421c3e40d3000,18446712199023862037,ffffe30298aea115,50,18444400709098764583,fff7acb8e8cb7927,80,18443408203477852461,fff4260b2fd2a12d,514421,102884.200
79,144,100,18442057344487976960,ffef5971d196f000,18446661655890790108,ffffb50a9b3086dc,50,18445381838846781469,fffb290dfae7681d,144,18442068149497751042,ffef63458e5be602,576137,115227.400
80,71,100,18444019603984011264,fff6521bf5ced000,18446560805356665026,ffff595182ed78c2,50,18444937966271146229,fff9955ad7b528f5,71,18444029790885797777,fff65b5fc8785f91,470413,94082.600
81,71,100,18443131858832740352,fff32ab5af6a5000,18446727780237650247,fffff12e61652947,50,18444149544013516831,fff6c849fb1bd01f,71,18443138377275516069,fff330a360e1a4a5,388871,77774.200
82,191,100,18441555014317481984,ffed9093f637a000,18446740179532821961,fffffc7550fab5c9,50,18445598268329582186,fffbede565585e6a,191,18441560464526700577,ffed9588f0007021,644933,128986.600
83,85,100,18444452462949613568,fff7dbcacab0c000,18446743082156032809,ffffff1922ce0329,50,18445491581428132249,fffb8cdd6a7b6999,85,18444452947284719461,fff7dc3b8f4ff765,618403,123680.600
84,61,100,18444239089146712064,fff719bad4f6d000,18446723505584794045,ffffed4b1c3ae9bd,50,18444837442979153305,fff939edf098c599,61,18444278669286179355,fff73dba4d1e021b,443986,88797.200
85,102,100,18442930812248756224,fff273dbe1319000,18446734029461996403,fffff6dd64314373,50,18445375219657774164,fffb2308d47e9454,102,18443007902455054934,fff2b9f8d78e4256,566106,113221.200
86,87,100,18444006365605998592,fff64611a8fd3000,18446713413188272265,ffffe41d4a854089,50,18445143935298968516,fffa50aebe721bc4,87,18444006972294438495,fff6469eea701e5f,542857,108571.400
87,69,100,18443543796888383488,fff4a15d7ce43000,18446575682054266803,ffff66d943341fb3,50,18444300745453927968,fff751ce4f40fe20,69,18443565384762412577,fff4b4ffce744e21,375223,75044.600
88,131,100,18441857417198305280,ffeea39c9e820000,18446677191824125922,ffffc32bd8fa2fe2,50,18444551346636946274,fff835b9f1bf7b62,131,18441865112000506988,ffeeaa9c3475ac6c,550599,110119.800
89,130,100,18442358619564339200,fff06b73e37ef000,18446715255928046542,ffffe5ca565ec3ce,50,18445226942574077793,fffa9c2d6197a761,130,18442475387540352928,fff0d5a70d3a2fa0,531988,106397.600
90,86,100,18443709811438604288,fff5385ac32f5000,18446677119903884046,ffffc31b1a32630e,50,18444821426152414449,fff92b5cbb541cf1,86,18443719488370556375,fff54127d946bdd7,460043,92008.600
91,80,100,18442898778595278848,fff256b976a84000,18446693771017398009,ffffd23ffde726f9,50,18444557663444007792,fff83b78b0c9fb70,80,18442917749798344692,fff267fa8a7a17f4,420741,84148.200
92,132,100,18442371253178462208,fff076f16193f000,18446713966858499225,ffffe49e33d67499,50,18445269763084827861,fffac31f4eecbcd5,132,18442392299088017314,fff08a15838a77a2,510353,102070.600
93,61,100,18443795452460105728,fff5863e9dd98000,18446656657864062731,ffffb07ee994f70b,50,18444068117338697969,fff67e3b5b14b0f1,61,18443807625627680351,fff59150e72dbe5f,405746,81149.200
94,130,100,18441392160967843840,ffecfc76b6296000,18446597388051901897,ffff7a97157b6dc9,50,18444761432021228979,fff8f4cc42735db3,130,18441424586486615249,ffed19f45db08cd1,420465,84093.000
95,113,100,18442778790332907520,fff1e99884e6c000,18446695050289211882,ffffd369d871e9ea,50,18444789929873222821,fff90eb76ecbaca5,113,18442779810999400137,fff1ea86295d76c9,536396,107279.200
96,102,100,18442835786036895744,fff21d6edd976000,18446675400091107903,ffffc18aad5e023f,50,18445281313280542084,fffacda08c3cc584,102,18442845523974217887,fff2264a27e2e09f,387511,77502.200
97,61,100,18443818552851533824,fff59b4118799000,18446704188542368078,ffffdbb982c7394e,50,18444611505317979402,fff86c70ba8fa50a,61,18443859878992247207,fff5c0d7166979a7,432309,86461.800
98,105,100,18442478936926408704,fff0d8e1751f5000,18446719843722229437,ffffe9f6843676bd,50,18444625226467885210,fff878eb6ed3c09a,105,18442482917056323393,fff0dc80275a1f41,472818,94563.600
99,128,100,18442506379226218496,fff0f1d6dda78000,18446740041792241435,fffffc553f003f1b,50,18444917442166044096,fff982b033b6b5c0,128,18442515773402209891,fff0fa621e2d5e63,480299,96059.800
